0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0.0,0.0,0.0,1.7599933,6.769257,0.0,30.39491,0.0,3.341998,0.0,0.0,0.0,0.5618718,0.0,24.391348,0.0,4.004299,0.0,0.0,13.354507,0.0,0.0,0.0,0.0,0.0,0.0,14.191312,0.0,0.0,0.0,0.0,6.8204784,0.0,0.0,0.0,0.0,0.0,16.119946,0.0,0.0,25.841486,8.589207,0.0,12.755709,14.203597,0.0,0.0,0.0,6.0906496,0.0,23.8608,22.41902,0.0,0.0,14.674027,0.40033895,0.0,0.0,1.3804609,7.865883,0.0,0.0,10.503453,0.0
0.0,0.0,0.48198473,5.256957,33.503395,0.0,0.0,8.288715,0.0,0.0,0.0,0.0,16.13127,0.0,0.0,0.0,0.0,6.7952013,11.355246,0.9632447,24.706888,0.0,18.832817,1.1144235,16.619267,0.0,0.0,0.0,0.0,10.996856,0.0,30.324158,0.0,5.882749,1.1362226,0.0,4.090685,21.179642,33.275143,0.0,0.0,3.2154393,0.0,0.0,0.0,0.0,4.4169707,0.0,23.603544,2.7709105,0.0,0.0,12.156501,0.0,0.0,0.0,0.0,3.6433852,6.6173835,1.3433208,0.0,16.36231,0.0,0.0
0.0,0.0,0.0,0.0,18.82001,0.0,0.0,10.786196,0.0,5.3348446,10.984204,0.0,0.0,0.61267924,12.09056,11.952108,1.6959494,0.0,0.0,0.5116216,0.0,0.0,13.765337,17.28682,5.71095,10.265065,20.85973,14.363769,22.53592,1.9591641,5.6405354,0.0,3.8714,3.3058693,16.10706,4.5812263,5.9645343,0.95645654,18.36968,19.08863,12.718557,14.98453,0.0,13.357307,8.5564,8.781033,14.304996,0.0,13.60476,0.0,10.145735,0.0,19.408401,1.6059971,20.676353,0.0,0.0,8.618118,0.0,0.0,0.0,0.0,10.044801,1.960519
3.1858299,11.259679,1.7294391,8.430682,0.0,9.937941,1.1442873,8.5479145,0.0,0.0,2.9517345,0.0,17.27539,0.15775299,23.568483,9.472162,0.0,0.28532797,0.0,0.0,4.724929,0.0,3.975656,0.0,6.1175923,0.0,5.193197,11.427488,0.52612525,0.0,2.7952378,0.0,11.725771,0.0,0.0,0.23325616,13.841829,14.365655,11.89673,0.0,0.0,5.747159,2.4675908,0.0,6.970075,16.120605,7.18443,8.812672,2.9571536,12.397507,6.0695624,13.891902,0.2931422,0.0,4.6203556,14.343751,0.0,2.924256,0.0,0.0,0.0,0.0,4.437845,0.0
15.580219,0.09327412,12.634428,32.36285,6.8729773,14.329944,0.0,1.50664,0.0,0.0,7.0320663,0.0,0.0,18.098156,17.239685,0.0,0.0,0.0,2.169116,0.0,7.1403675,0.0,8.971474,18.75131,15.369767,0.0,0.0,31.882673,0.0,0.0,0.0,0.0,0.0,20.2491,0.0,5.550526,0.0,31.484123,0.79366636,0.0,2.5225592,0.0,9.889458,0.0,0.0,23.247007,0.0,0.0,14.540432,0.5041397,5.8857994,15.677354,0.0,10.334712,2.7626233,11.136593,0.0,0.0,31.671429,0.0,20.217587,0.0,0.0,0.0
0.0,0.0,0.0,17.842344,0.0,19.258427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.260454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1965566,0.0,8.55516,0.0,0.0,5.1925697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.339988,0.0,22.633972,0.0,0.0,0.0,0.0,0.0,0.0,13.193299,13.013632,0.0,0.0,0.0,0.0,0.0,13.5074415,0.0,2.609271,0.0,0.0,0.0,0.0,0.0,0.0,11.748981,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3615708,2.6878357,0.0,0.0,6.6101904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.207431,0.0,0.0,0.0,0.0,4.459976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2098227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0465164,0.0,2.8248482,0.0
13.69939,16.478245,9.128569,8.618441,12.871223,9.180812,9.505654,20.068602,11.528,13.4836035,9.06788,0.0,16.035433,8.943303,14.143218,17.088156,9.986251,18.533895,9.011168,12.742376,11.177512,0.0,14.1695795,18.940746,6.7179866,1.3209603,11.254188,20.625734,9.19993,15.803232,4.5791063,14.22846,13.490817,16.833454,1.1961381,17.218412,11.463872,19.04858,17.49032,15.677967,11.953751,15.726957,11.041841,11.042749,4.5734844,23.17415,4.0748363,11.572179,14.341947,10.832186,13.639118,11.812145,16.132786,5.679321,20.10384,21.796232,8.2563095,10.671487,3.644525,11.5248995,8.665973,3.7054036,15.3720875,0.034936786
29.650764,5.204419,0.0,0.0,8.421488,0.0,1.4209325,6.4648795,0.0,9.844884,0.0,0.0,0.0,11.776807,0.0,4.5774026,22.797476,2.286749,19.700314,6.6241302,0.0,0.0,26.4267,11.981465,0.0,0.0,0.0,0.0,22.30448,0.0,23.678562,8.050216,0.0,0.0,40.514698,9.150807,2.2297664,0.0,23.20077,1.2267442,0.0,0.0,5.452872,0.0,1.4381435,6.811158,14.313117,0.0,18.575712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.855652,23.339666,8.488477,0.0,0.0,3.2098649,11.785574
0.0,6.5062475,0.0,0.0,0.0,6.8639045,2.1195467,13.689493,0.0,4.2041335,0.0,0.0,0.0,20.736694,0.0,6.469092,0.0,0.0,0.0,0.0,1.9276063,5.834684,21.74519,21.656103,0.0,17.964685,7.96664,17.939497,9.022322,12.730217,6.4407177,0.0,8.848831,0.0,20.989332,0.50523084,27.530796,12.986716,20.297182,0.0,0.0,0.0,0.0,13.861753,26.683012,0.0,0.0,0.0,0.0,14.299257,0.0,0.0,15.710395,0.0,0.0,6.2271094,0.0,0.0,0.0,16.763748,22.164253,0.0,28.01917,4.177925
0.0,0.0,24.481018,0.0,7.494332,0.0,12.062956,0.0,0.0,1.2279111,2.7714372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.262033,3.4258432,0.0,0.0,15.093843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.605005,0.0,0.0,3.505124,0.0,0.0,0.0,3.6006935,0.0,5.865423,19.13023,0.0,0.0,12.873222,0.0,0.0,0.0,5.7883253,1.6870286,0.0,0.0,0.0,0.0,0.0,0.0,1.4635961,1.1348959
0.0,0.0,3.0115395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.199598,0.0,0.0,0.78217876,10.008892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.741638,0.0,0.0,0.0,0.0,16.474894,0.0,0.0,0.0,0.0,22.67001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.235622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.721659,0.0,0.0,0.1295988,0.0,0.0,0.0,0.0
2.5772598,0.0,27.465157,32.66398,0.0,4.4698772,5.0647964,0.0,0.0,2.1633582,0.0,10.971542,0.0,22.009773,0.0,21.226662,19.802105,0.0,0.0,7.43705,16.560904,0.0,11.940169,0.0,37.141605,0.0,0.0,0.0,0.0,15.996884,23.707127,3.3022933,1.7609513,0.0,0.0,21.224438,0.0,0.0,0.0,0.0,0.0,0.0,20.909979,24.316326,0.0,0.0,0.0,33.818752,0.0,0.0,0.0,0.0,11.919901,2.6236358,0.0,0.0,39.62987,13.624755,26.592196,0.0,0.0,23.984531,0.0,0.0
0.0,0.0,0.0,0.0,7.415955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.909878,0.0,0.0,0.0,5.164072,0.0,0.0,0.0,8.794512,0.0,3.7236419,0.0,0.0,0.0,12.03323,0.0,0.0,0.0,0.0,0.0,20.63978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.411486,0.0,0.0,11.6947365,0.0,0.0,0.0,7.0706577,0.0,0.0,0.0
25.97962,35.467888,32.535313,34.0761,28.505186,0.0,6.041581,27.10901,13.746706,15.085145,34.975605,25.4742,0.0,28.364017,0.0,26.52669,10.025348,12.43477,27.445602,6.247345,35.134068,8.550864,34.484467,22.136976,18.190857,1.4409201,12.382143,38.22548,23.595684,23.490532,31.086002,28.309828,0.0,33.49577,21.854246,29.52348,7.214662,22.6646,29.391895,19.938229,21.729895,30.593569,30.997242,18.17314,16.048712,32.53615,12.780521,31.244234,26.780952,0.0,33.650528,0.0,29.080778,35.006054,32.648525,32.039387,25.014761,21.982355,31.543629,16.649002,22.40662,33.194267,15.914395,11.146642
0.0,11.211439,33.152897,9.3627205,10.399001,0.0,0.0,13.931588,0.0,28.065992,5.1065445,25.051956,0.0,14.103078,7.383683,29.700548,18.604847,12.530158,16.652008,0.0,0.0,23.295887,35.951218,3.4119835,10.0117,0.0,0.0,0.0,0.0,0.0,7.1992073,0.0,26.486996,10.32147,4.3717937,25.1038,0.0,0.0,0.0,22.957079,0.842051,0.2957701,2.6945424,13.009348,5.9888563,3.235678,8.530262,26.961649,0.0,0.0,2.7672613,0.0,7.320173,0.0,0.0,4.7397532,34.656883,0.0,1.167564,0.0,0.0,0.0,0.0,5.368486
0.0,0.0,9.445614,0.0,0.0,0.0,4.2603416,0.0,0.0,4.851922,0.0,0.0,15.525153,24.357056,0.0,0.0,14.016141,23.70309,0.0,0.0,0.0,0.0,0.17953575,18.941435,19.37396,5.5655828,25.913033,0.0,0.0,18.068317,17.36991,18.652996,0.0,18.264355,0.0,0.0,0.0,0.0,20.68902,8.841236,34.874825,0.0,9.46783,17.018929,0.0,0.0,22.170496,0.0,0.0,2.0184777,0.0,2.0148969,0.0,0.0,0.0,17.55838,3.3447406,0.0,0.0,17.920628,0.0,0.77733403,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.658503,0.0,0.0,0.0,2.7720587,0.0,0.0,0.0,0.0,0.0,8.731452,0.0,0.0,9.156504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.669329,0.0,6.69271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.59909,26.467186,33.0794,19.327806,31.865326,10.836607,27.937654,36.000454,20.669065,20.195896,36.769287,1.4626968,0.0,0.0,19.11233,0.0,34.262737,17.631292,21.963354,6.226117,32.783764,24.71914,35.537964,1.1272206,0.96446663,28.51122,35.208164,25.332996,1.7004141,0.0,6.6548223,0.0,24.19258,12.403982,27.761148,24.197998,0.0,6.863727,37.401463,14.551572,0.0,0.0,0.0,17.410652,24.414871,24.476633,36.04814,7.017903,18.075098,12.977564,6.4577274,23.52279,10.4042225,0.0,0.0,43.484703,0.0,0.0,0.0,0.0,4.5010333,25.32108,31.97304,0.0
10.541023,32.292793,30.926521,32.486546,30.009289,24.493866,31.766037,17.146849,23.50618,30.525415,26.241941,24.986311,29.226032,34.137115,26.99229,33.470814,24.661863,25.883783,25.199112,34.050938,32.55528,20.639385,11.048007,16.740944,30.564772,30.325941,24.05724,29.19896,7.9333463,20.980583,14.777164,19.916723,16.092335,16.360989,14.401071,33.070366,23.13933,21.857243,32.609394,30.296268,23.241928,32.057274,27.503185,26.18261,18.549982,35.31999,14.985102,29.50031,16.228512,27.776047,28.470943,31.18398,31.099895,24.032701,26.91427,32.733032,26.10417,26.771301,30.406961,5.4926004,9.270395,28.590416,27.000292,20.736126
1.8370178,5.49838,0.0,0.0,6.2134595,0.0,0.0,10.743148,0.0,0.0,10.678806,22.054604,9.231588,24.582035,0.0,0.0,33.905582,26.349428,22.787487,6.598317,0.0,33.01898,0.0,0.0,0.0,0.0,18.485296,8.1922455,38.69264,13.443916,17.657656,13.485297,1.3271825,31.54686,4.390708,9.7835865,24.295467,28.487076,33.59726,21.276548,15.141457,6.5977225,24.46096,25.628761,0.0,4.803342,11.269663,0.0,9.074086,0.0,23.786026,0.0,10.637131,0.0,0.0,0.0,4.4708796,8.95264,14.558648,15.179198,13.1827345,1.3535416,0.4005196,9.634756
0.0,26.492985,4.983744,9.343014,1.1357036,3.460539,23.003832,14.372341,31.09107,7.873456,10.73845,0.0,0.0,7.072008,0.0,0.31046182,0.0,0.0,8.0948305,0.0,4.0336905,0.0,21.002684,11.26795,7.333402,33.04332,5.1871905,38.277283,2.2207208,0.0,32.752075,30.440065,16.78014,6.243074,22.986216,12.224048,0.0,30.38503,25.539007,42.744198,10.875696,14.519612,0.017993331,11.12657,22.64109,41.712585,32.37327,33.088787,36.55846,0.0,29.8724,9.455978,0.81155205,14.604471,24.352085,33.998283,0.0,8.298442,0.0,16.943602,15.995405,31.857624,4.2812653,15.011518
18.791199,0.0,0.0,0.0,0.0,18.693592,0.0,14.803135,4.736008,0.0,0.0,9.337527,0.0,0.0,32.726894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0286446,0.0,0.0,0.0,0.0,0.0,0.0,7.263239,0.0,13.962872,19.047716,27.249367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.87703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.922117,30.244453,30.813242,22.97819,27.99302,22.461203,22.252203,21.7499,26.551165,23.473154,30.211285,12.485513,25.3985,22.713657,25.96386,14.799047,16.776989,29.40707,24.659271,25.427454,29.780697,17.489895,26.570423,22.51551,19.873726,26.53736,22.951048,26.417345,23.665024,24.05819,25.780476,30.629812,26.199848,28.051014,22.546263,32.04553,24.381704,27.895384,30.971783,28.360598,25.250408,27.409685,29.867142,26.056473,23.318764,29.361496,20.050667,26.402685,27.870308,19.933226,28.585623,17.070583,27.18352,27.13737,25.380867,28.49528,25.005428,24.910511,22.836168,20.365236,25.973526,27.495317,18.821157,21.251633
0.0,0.0,32.6251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.327606,16.356531,18.290457,0.0,0.0,0.0,25.473808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7065935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.000923,21.33446,0.0,12.477619,0.0,2.634488,20.79554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0038707,0.0,13.690024,0.0
0.0,3.051261,19.36907,11.016766,0.0,15.942976,0.0,0.0,0.0,22.932991,0.0,31.782614,0.0,1.8207092,0.0,18.615166,13.860534,0.0,2.1151662,0.0,0.0,0.0,18.981379,2.353156,33.688828,0.0,0.0,0.0,0.0,0.0,4.3948793,0.0,15.13364,0.0,25.846071,0.0,3.0759153,4.229081,0.0,10.527205,0.0,0.0,7.708977,0.0,0.0,0.0,0.0,4.4580197,0.0,0.0,0.0,6.2213492,0.0,2.586214,0.0,0.0,25.819302,0.0,0.0,12.760077,0.0,0.289342,9.47912,4.5326347
0.0,24.85091,11.47964,0.0,0.0,12.962885,0.0,9.469114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.532528,0.0,14.639114,0.0,3.6412249,15.86621,13.892877,33.46726,1.8798523,0.0,0.0,0.0,0.0,0.0,0.07238191,0.0,19.34411,39.56763,0.0,0.0,21.389381,0.0,0.0,9.444721,19.794964,22.922068,0.0,25.839466,0.0,25.041811,0.0,23.82276,5.6882234,18.220125,0.0,0.0,0.0,9.049339,0.0,13.157082,0.0,21.190657,0.42173427,0.0,0.0,13.486965,0.0,0.0,0.0
13.099624,11.551988,7.1447034,0.0,0.8548098,19.95289,11.752364,9.555096,0.0,23.674423,7.122019,0.0,11.89237,20.799774,16.509033,0.031997025,0.0,0.0,0.0,0.0,1.3221843,0.0,17.1524,24.584835,18.2586,21.404783,0.12936056,27.686731,0.0,0.0,22.392313,26.901842,6.606287,0.0,7.355029,21.737173,0.0,16.994408,2.1125283,24.402431,2.6210403,22.9381,0.0,12.652626,2.6100533,28.789581,18.45294,21.476181,34.410336,0.0,0.4936083,32.638077,0.0,0.0,15.575748,34.267048,1.9314635,26.48568,25.416807,21.13388,14.936315,9.944364,20.08951,16.395304
0.0,21.212002,5.586565,0.0,10.021522,0.0,7.795091,0.0,0.0,19.342863,27.458635,26.022482,0.0,13.521367,33.002064,16.82266,24.199072,12.206519,0.0,0.0,3.5276444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.336809,1.3975979,22.56947,0.0,0.0,0.0,1.0963471,6.342927,17.271147,2.7426524,0.0,0.0,9.797614,0.9131021,0.0,0.0,0.0,0.0,22.207092,9.338212,20.21018,0.0,0.0,8.321922,0.0,2.3400812,0.0,0.0,0.0,0.0,6.1286626,0.0,0.0,17.013035,0.0,8.87634
1.6026332,24.793304,11.320696,2.4253938,0.0,23.556519,0.0,0.0,16.929811,0.0,28.457413,13.897999,25.138634,0.0,30.461979,0.0,9.2059,0.77412266,0.0,0.0,1.9523282,0.0,16.606382,0.0,19.994434,11.422849,0.0,11.218609,1.312574,0.0,0.0,9.053708,28.334986,10.3175125,28.038988,4.7932673,25.572508,1.9612995,2.9327288,0.24987227,0.0,0.0,10.238239,9.326423,12.933916,14.15413,0.0,0.0,0.5523686,15.009007,0.0,0.0,0.0,14.242006,3.579581,35.18269,11.598114,23.748764,0.0,16.337574,15.695715,28.093983,18.738407,0.0
20.120726,0.0,0.0,0.0,0.0,17.116623,0.0,0.0,0.0,0.0,0.0,20.19154,6.534563,0.0,0.0,0.0,1.773621,19.805977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.114493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.575747,0.0,21.600498,10.556184,0.0,0.0,0.0,15.258785,9.12458,0.0,8.539222,0.0,0.0,0.0,5.3725185,0.0,9.28759,13.970891,0.0,0.0,0.0,0.0,0.0,10.172171,0.0,0.0,17.685202,0.0,0.0,0.0,0.3483212
0.0,1.1611214,0.0,0.0,0.0,0.0,21.015305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5208795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0994132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90508753,0.0,0.0,0.0,0.0,0.0,0.0,0.32732564,1.0792611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.713099,1.2728965,0.0,0.0,6.5540667,0.0,8.398179,5.2365804,9.615803,8.383664,14.224971,0.0,22.424412,0.0,23.704157,0.0,1.7945174,0.0,0.0,3.5394206,11.209019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0624356,2.378968,0.0,1.9608477,0.0,4.292911,9.733527,0.0,0.0,21.36716,7.331964,1.8135841,0.0,0.0,0.0,5.8590436,0.0,5.105218,0.0,0.0,0.0,35.306496,10.701506,11.234679,0.0,0.0,0.0,22.196262,0.0,0.0,0.0,0.44813365,18.851713,13.0056,27.31124,0.0
0.0,0.0,15.2055435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.174582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.977213,0.1377917,14.944869,0.0,0.0,0.0,17.722761,0.0,0.0,0.0,4.3165503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1617584,0.0,21.10818,0.0,0.0,8.768423,0.0,0.0,13.261106,0.0,0.6152346,27.688505,0.0,1.3513551,0.0,0.0,5.056241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,18.91114,22.653326,0.0,36.87667,8.183386,0.0,43.875305,0.0,44.33488,30.392904,0.0,34.60396,0.0,5.5500627,24.024319,0.0,25.789093,22.237606,4.2995577,12.7781515,0.0,24.258852,12.484303,4.735866,0.0,18.963398,1.7601708,8.749161,22.981274,2.986641,5.011535,22.031649,18.061764,17.892183,0.0,9.452842,31.589497,10.357624,19.653982,24.622911,0.0,13.967373,44.89607,0.0,2.590532,0.0,22.121437,0.0,13.395287,24.416769,31.502314,45.00438,40.72183,0.0,0.0,38.93558,0.0,0.0,0.0,14.200952,0.0,0.0,0.0
